content,poster,follower,post_time,title
            楼主07年一次意外 打羽毛球抻到了 导致腹沟出血 刚开始医院大夫拍片子 做核磁共振说里面是肿瘤 爸妈都吓坏了 那也只能做手术取出来做病理才知道 结果切出来是血块 然后刀口不爱愈合 医生建议我们去天津血液病研究所所查查 结果查出血友病甲 再后来上初二的时候 髂腰肌出血那时候只知道是血友病 不能瞎闹 防止出血什么的 不知道要出血只有输八因子才能好 在床上挺了2天 没有好转 后来才知道要打八因子 父母着急 一下子 给我2天前后推了20只的因子 血块才慢慢消去。,964178785,10,,问下大家都在做什么工作。
            前两天去我舅舅家，我表姐也在  我舅舅是个建筑工人，我没问过我舅 但从他工作上来看应该不是血友，我表姐已经结婚有个女儿，如果我表姐要二胎生个男孩会有可能是血友对么,张建强38,14,,前两天去我舅舅家，我表姐也在
            亲们、有人参加泰邦援助计划的吗？我今天去下载表格没法下载了，哪位可以给我传一份啊，邮箱1028791234@qq.com急求啊！！,小气功20,11,,关于泰邦援助计划
            求助，有没有昆明的病友,qiaorunwu,5,,求助，有没有昆明的病友
            这种喜辽妥效果很好哦，膝盖肿了几年了，搽了半个月，不发热了，消肿了许多，推荐。,广西小陈93,61,,喜辽妥
            ,不知烟寒,0,,吧里有宁夏的血友吗？
            如题，一岁十个月宝宝，血友甲中度，最近两天走路左边脚趾总往里勾，感觉不敢用脚心走路，但是检查了好几遍，脚和腿均没有肿，用力捏，按，活动脚腕膝盖都没事，不疼的样子，但是走路一拐一拐的，都两天了。昨天晚上打了因子，今天也没见有什么好转，有经验的亲们有没有遇到过这种情况？有没有可能是髋关节的原因，只是猜测,勤劳的小蜗牛8,8,,急急急，宝宝走路左边脚趾蜷起来
            有谁知道打八因子峰值怎么计算 还有过九小时能剩下多少含量  16kg,leagyi,9,,有谁知道打八因子峰值怎么计算
            ,炫丽的黑,24,,买那种盛饭的保温包放因子行不行？
            如果想把因子从1升到2，除了输八因子，还有没有别的办法？比如怎么吃什么，或者不能吃什么……,小单323,16,,如果想把因子从1升到2，除了输
            血友病伴随我22年了 现在2016年了 面对新的一年 努力吧  血友病也没有什么可怕的 自己注意吧 心情也是一方面的 22年的血友病 我也上了个大学 虽然说是个专科 学了点平面的手艺 也行的 最后也爆一张自己的照片吧 来一年了 也认识好几个人了,90后不幸的小孩,53,,一晃22了
            我也是醉了，这几天连续打针都5瓶了，肿了又消，消了又肿。现在又肿了，豁出去了3瓶带着去打针！不睡了。,不知烟寒,19,,挺着寒风，凌晨去打因子的魄力自己都不敢相信！
            ,幻想奔跑,18,,有木有人用金因肽。有人用可以说一下在哪里买吗？
            早上因为鼠标坏了，骑自行车出门去买，结果手肘出血，而已明知道出血的时候还玩了一整天的游戏，现在睡不着了qwq,风子不好惹,48,,《忏悔》作死的我
            各位有没有最新的信息关于血友病的治疗方面的…（比如药的时间可以延长）,小单323,4,,各位有没有最新的信息关于血友病
            好久没来贴吧了，刚才忽然想起今天好像是蚂蚁哥开庭的时间，所以发一些求问，蚂蚁哥已经到西安了么，结果怎么样？,S15709568131,8,,蚂蚁哥怎么样了
            收到法院传票和起诉书已经20多天了，这些时日做了很多事情，遇到了许多困难，也得到了许多帮助，继续沉默让大家疑惑，是时候讲一讲我最近的经历了。,蚂蚁菜,90,,关于最近事件的陈述和求助
            ,强壮的兔豪菁,15,,很严重，是吗？
            ,反正我想自杀,25,,有湖南的血友吗？求教如何跑报销政策。
            听说他要告我们的吧主蚂蚁菜，有结果了吗？,上吊自杀的鱼,13,,关于刘陕西
            这两天牙痛，能用么?,温柔灬姐,4,,人工牛黄甲硝唑胶囊我们能吃吗?
            血友病本身就是弱势群体！我们不想别人用异样的眼光看我们，我们很脆弱但又很坚强！我们在身体好的情况下努力装着和正常人一样！我们隐瞒病情不愿曝光！我们只能依偎在父母怀抱中成长！随着岁月的成长我们逐渐失去了奔跑的方向！大学成为梦想，友情变了质量，暗恋女孩成为别人新娘！恋爱的渴望，身体的绝望！就算爱我的女孩又能怎样，给不了人家未来的希望！儿时的志向能为父母遮挡风雨水浪，现在父母老去自己却只能躺床上！渴望能和残疾人一样，最起码不用和疼痛再对抗！！！！在床上，在床上！以后都会和我一样！一样！,纤纤玉手能遮天,58,,关于蚂蚁菜和刘陕西我们血友怎么办！对政府部门有什么要求
            上午刚做完体检，对于别人来说，这没什么好讲的，对我们可就不同你了，所以我想对还没高考体检的同学，妈妈们说一下过程，以免将来后悔，毕竟是终身大事。,光暗宇宙,24,,【一点建议】关于高考体检
            快乐比什么都重要！关心你们的人很多！,上吊自杀的鱼,13,,希望你们快快乐乐的！
            牙龈老是反反复复出血 真心的烦躁 大家牙龈出血有没什么好方法,百撕不得骑姨姐,31,,牙龈出血，反反复复 烦躁 有什么好的方法
            等了那么多年，终于等到把血友病纳入新新农合重大疾病报销的行列，但确明确规定了只有A型可报销，而B型血友病不能报销，这是为什么啊？同样的病，同样的临床表现，而且我已经四肢残疾了，生在农民家庭，又不能工作，更无法务农，面对每月几千元的药费，我该怎么办？这样的政策是一视同仁吗？,XK857,33,,四川的血友病歧视政策？
            请问下天津那个地区有卖八因子的啊？,归海一刀dhcp,2,,请问下天津那个地区有卖八因子的
            ,魑魅能考上,1,,有没有陕西榆林的血友？请留下你们的佳音。
            孩子趴到了，膝盖处有点肌肉出血，可以走玩，就是碰到了痛。要用因子吗。谢谢了,愿一切都好hm,5,,孩子趴到了，膝盖处有点肌肉出血
            这些年喜欢到处跑，长沙湘雅医学院组织的血友活动去过几次，浙大附医学院活动也去参加过,twitter01,21,,血友病患者能活多久？
            希望告知,小杰酱,2,,我问下 女性去哪儿检查是否为携带者
            我们本地血友必须住院才给输因子。而且价格很贵。血库也拿不出来。去济南血库拿了也不给报销。有没有泰安的血友。你们是怎么弄的。,ren9898zhenzhe,4,,我们本地血友必须住院才给输因子
            右腿容易肿胀。去医院看医生说让打八因子然后把血抽出来。现在可以伸直。正常行走弯曲程度不如以前。医生说是滑膜炎滑膜肥大。不做手术有什么好的康复的方法！！,babydissipated,1,,右膝盖充血肿胀有点变形
            ,qiaorunwu,4,,手腕疼痛不止，需要输多少因子，有什么止痛药可缓解疼痛
            八因子不报销多少钱，报完是多少？怎么拿药合适,ren9898zhenzhe,22,,八因子不报销多少钱，报完是多少
            血友病乙导致髂窝血肿已有7-8年了，压迫了神经，导致右大腿肌肉萎缩，请问血肿现在还能消除吗？,万事淡定就好,5,,请问血肿机化多年还能消除吗？
            ,雷州友人,2,,请问喉咙里面好像有什么，是不是出血？已经有一个星期
            两年和老公的相处，发现他一上火，身体容易出血。特别牙齿流血最明显,lalinly,1,,我感觉上火容易出血
            为什么医院不给输因子。自带的药。门诊不给打。非要挂个血液科才能打。他们医生说科室不一样。,某邹李,19,,为什么医院不给输因子。自带的药
            请问血友宝宝几岁开始预防治疗好,哪去了咯,12,,请问血友宝宝几岁开始预防治疗好
            想到瑞金医院做基因检测，打了几天的电话一直没人接。我想问一下最近有人去过吗？挂号容易吗？怎么个流程？只让患者和疑似携带者去行不行？,夜雨狂风我没,9,,基因检测
            右肘关节自从反复肿痛到现在，一直没有彻底恢复，已经不能完全伸直了，里面到底是怎么了,690153284,7,,右肘关节自从反复肿痛到现在，一
            我是A型，我从严重出血才输血浆……到现在打维持。一星期打一次每次400！我是10-11年才接触国产因子，小时候右脚膝盖受伤。躺床上半年，血液制品全用过。不过幸运女神还是会站在我们血友身边的，因为后来不知道为什么脚漫漫复原了。现在想想那段日子好痛苦，可日子还是要继续！家人永远在身旁，我也4年多没有大出血过。真正开始打维持也就两年时间，关节情况除了四肢轻变。在倒什么苦水也没必要了，哪位病友没用经理过。哦对了我0.8因子活性，加油努力的话我就不说了，我今年23了，人生虽说才开始也是小牛犊，可身心受过的伤害都是自己接下来的动力。因为我们每人都是传奇！,你也许有点悲伤,17,,接下来的日子，放轻松！
